objname,ra2000,de2000,t,type,v,logd25,d25,bt,incl,col10,_r,_RAJ2000,_DEJ2000,WISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cntr,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,2Mkey,d2M
NGC4486,187.70579999999998,12.39118,-4.3,E,1283,1.85,7.079458232488806,9.59,26.4,,1.83E-4,187.705987,12.391167,J123049.43+122328.2,187.705987,12.391167,0.028,0.027,101,8.214,0.022,8.147,0.02,6.933,0.014,5.04,0.03,11.439,0.109,11.284,0.222,10.733,0.152,1869112101241028684,50.1,118.0,54.9,74.7,78.8,23.2,36.6,6.17,1,0,0.0,0.0,0.0,0.0,0000,5,9900,-23,18,18,18,18,13,13,16,846897322,0.358
NGC4488,187.71405,8.36011,0.0,S0-a,984,1.44,2.754229066221527,13.08,90.0,,4.9E-5,187.714098,8.360098,J123051.38+082136.3,187.714098,8.360098,0.08,0.077,138,11.088,0.023,11.263,0.023,10.484,0.086,8.539,0.297,13.847,0.128,13.378,0.168,12.993,0.13,1884109001241005310,47.8,64.8,47.1,19.9,12.6,1.13,3.7,0.985,1,0,0.0,0.0,0.0,0.009,0000,5,520n,73,22,22,21,22,8,14,2,871810320,0.055
NGC4491,187.7379,11.48348,1.2,SBa,496,1.21,1.6218102398133032,13.46,64.0,,2.73E-4,187.738087,11.483278,J123057.14+112859.7,187.738087,11.483278,0.059,0.056,103,11.43,0.024,11.234,0.022,7.116,0.015,3.693,0.024,14.708,0.172,14.041,0.238,13.441,0.142,1884112101241006352,45.4,59.4,50.4,15.9,72.4,2.5,46.2,0.949,1,0,0.0,0.0,0.0,0.0,0000,5,9031,21,24,24,24,24,11,11,14,871805234,0.609
NGC4492,187.74885,8.07769,1.0,Sa,1752,1.32,2.089296383189619,13.21,29.4,,2.92E-4,187.748918,8.077974,J123059.74+080440.7,187.748918,8.077974,0.076,0.072,148,10.67,0.022,10.76,0.021,9.428,0.037,7.514,0.136,13.167,0.101,12.442,0.114,12.09,0.085,1876107501241031031,48.7,46.1,51.1,18.4,29.2,2.83,8.0,1.3,1,0,0.0,0.0,0.0,0.0,0000,5,210n,-83,19,19,19,19,13,13,3,871810794,0.236
NGC4494,187.85025000000002,25.77468,-4.8,E,1320,1.64,4.36515817861883,10.68,24.8,,3.78E-4,187.850258,25.775058,J123124.06+254630.2,187.850258,25.775058,0.062,0.061,138,8.641,0.023,8.667,0.02,7.644,0.017,6.251,0.044,10.985,0.077,10.21,0.073,9.853,0.058,1883125701241019772,46.7,49.9,54.1,39.4,65.8,4.82,24.7,1.25,1,0,0.0,0.0,0.0,0.0,0000,5,4300,11,16,16,16,16,16,16,16,1076766431,0.341
NGC4496A,187.91295,3.9395,7.6,SBd,1730,1.53,3.388441338170015,12.12,38.5,,7.41E-4,187.913692,3.939477,J123139.28+035622.1,187.913692,3.939477,0.343,0.319,73,13.572,0.099,13.402,0.063,10.26,0.155,8.377,0.334,16.03,0.226,14.111,,14.987,0.214,1883104501241002583,11.0,1.92,17.4,1.59,7.0,0.771,3.3,1.21,3,1,0.0,0.0,0.0,0.0,0000,4,nnnn,98,4,12,9,12,0,12,0,863903985,0.587
NGC4497,187.8855,11.62469,-1.2,S0-a,1042,1.3,1.9952620958974432,13.26,71.2,,2.09E-4,187.885654,11.624835,J123132.55+113729.4,187.885654,11.624835,0.083,0.081,137,11.418,0.024,11.576,0.023,10.896,0.109,8.416,,14.332,0.142,13.831,0.202,13.441,0.121,1884112101241006356,45.1,60.3,47.0,18.8,9.9,0.965,2.0,1.28,1,0,0.0,0.0,0.0,0.002,0000,5,910n,21,24,24,24,24,7,12,0,871823278,0.485
NGC4498,187.9149,16.85279,6.4,Sc,1506,1.46,2.8840317564502844,12.78,57.3,,3.46E-4,187.914555,16.852893,J123139.49+165110.4,187.914555,16.852893,0.072,0.07,78,11.982,0.025,11.973,0.023,8.542,0.021,6.142,0.042,14.086,,13.375,,14.376,0.202,1886116601241023557,44.1,62.1,46.4,20.2,51.9,9.57,25.8,2.44,1,0,0.0,0.0,0.0,0.0,0000,5,4100,11,15,15,15,15,15,15,15,153154436,0.375
NGC4501,187.99695,14.42014,3.3,Sb,2282,1.94,8.70963704709875,10.19,62.9,,4.18E-4,187.996558,14.420316,J123159.17+142513.1,187.996558,14.420316,0.059,0.058,110,8.769,0.023,8.708,0.019,6.841,0.016,4.942,0.035,11.278,0.052,10.139,,9.844,,1878115101241001627,47.9,69.7,56.0,52.7,66.6,32.1,31.3,9.05,2,0,0.0,0.0,0.0,0.002,0000,5,9922,22,14,14,14,14,14,14,12,153158131,0.377
NGC4502,188.01375000000002,16.68767,5.8,Sc,1627,1.02,1.0471285020627683,14.59,60.2,,1.11E-4,188.013652,16.68773,J123203.27+164115.8,188.013652,16.68773,0.108,0.105,89,13.208,0.027,13.234,0.033,10.242,0.055,7.917,0.174,16.086,0.163,14.244,,14.04,,1886116601241022143,40.3,29.2,33.4,4.79,19.6,1.55,6.2,1.07,1,0,0.0,0.0,0.0,0.0,0000,5,210n,11,14,14,14,14,14,14,1,153154696,2.877
NGC4503,188.02575,11.17642,-1.7,S0,1353,1.54,3.4673681999632944,12.08,90.0,,3.13E-4,188.026054,11.176514,J123206.25+111035.4,188.026054,11.176514,0.07,0.065,140,9.229,0.022,9.266,0.02,8.799,0.027,7.369,0.11,11.777,0.094,11.174,0.117,10.505,0.063,1876110601241033129,49.2,52.5,55.6,36.0,39.8,2.59,9.9,1.06,1,0,0.0,0.0,0.0,0.0,0000,5,9500,97,23,23,22,22,9,9,5,871825639,0.641
NGC4506,188.04375000000002,13.41963,1.1,SABa,576,1.21,1.6218102398133032,13.71,50.5,,9.9E-5,188.043852,13.419627,J123210.52+132510.6,188.043852,13.419627,0.082,0.08,87,12.013,0.025,12.047,0.025,9.118,0.028,7.296,0.097,14.993,0.12,14.505,0.174,14.362,0.152,1877113601241012779,42.9,59.0,44.3,15.7,39.1,2.69,11.2,0.992,1,0,0.0,0.0,0.0,0.0,0000,5,7300,-123,18,18,18,18,17,17,5,153164630,0.143
NGC4516,188.28135,14.57494,1.6,SBab,942,1.24,1.7378008669100269,13.69,61.1,,1.96E-4,188.281529,14.575032,J123307.56+143430.1,188.281529,14.575032,0.078,0.073,152,11.261,0.021,11.425,0.022,10.732,0.085,8.78,0.361,14.206,0.122,13.487,0.137,13.12,0.132,1878115101241001637,51.2,58.1,50.4,20.9,12.8,1.05,3.0,1.03,1,0,0.0,0.0,0.0,0.0,0000,5,400n,22,14,14,14,14,6,14,0,153185354,0.839
NGC4519,188.37615,8.65445,6.9,Scd,1224,1.37,2.344228841058573,12.36,41.1,,3.95E-4,188.376055,8.654834,J123330.25+083917.4,188.376055,8.654834,0.057,0.054,104,11.854,0.022,11.588,0.022,6.574,0.017,3.558,0.02,14.904,0.163,14.218,0.224,13.946,0.165,1884109001241009443,50.0,65.2,49.5,14.5,64.5,4.98,55.0,1.54,1,0,0.0,0.0,0.0,0.0,0000,5,11n1,73,15,15,15,15,7,7,8,871858997,0.321
NGC4521,188.1987,63.9392,-0.1,S0-a,2516,1.41,2.5703955852157847,13.02,90.0,,5.8E-5,188.198713,63.939258,J123247.69+635621.3,188.198713,63.939258,0.065,0.062,112,9.814,0.022,9.824,0.019,8.635,0.02,7.141,0.074,12.133,0.065,11.347,0.074,10.982,0.054,1882163601241028296,49.0,46.5,56.4,29.3,53.1,1.87,14.7,0.926,1,0,0.0,0.0,0.0,0.0,0000,5,9811,0,20,20,20,20,19,19,10,574855004,0.327
NGC4522,188.41545000000002,9.175,6.0,SBc,2320,1.54,3.4673681999632944,12.97,79.1,,4.92E-4,188.41537,9.174514,J123339.68+091028.2,188.41537,9.174514,0.062,0.062,158,11.371,0.023,11.258,0.022,7.045,0.016,5.107,0.038,15.057,0.171,13.008,,13.394,0.131,1884109001241015771,48.0,78.4,48.7,24.4,68.5,26.1,28.8,3.94,1,0,0.0,0.0,0.0,0.0,0000,5,21n1,73,15,15,15,15,7,7,8,871869633,1.019
NGC4525,188.463,30.27756,5.9,SBc,1176,1.3,1.9952620958974432,13.30,60.6,,3.36E-4,188.463382,30.277624,J123351.21+301639.4,188.463382,30.277624,0.1,0.099,100,12.721,0.027,12.73,0.029,9.993,0.046,8.053,0.205,15.437,0.093,15.074,0.142,14.813,0.139,1878130201241015276,40.9,38.3,37.9,8.6,23.5,1.97,5.3,1.16,2,0,0.0,0.0,0.0,0.0,0000,5,411n,0,13,13,13,13,13,13,1,175541795,0.512
NGC4526,188.51265,7.69921,-1.9,S0,587,1.84,6.918310240910394,10.61,90.0,,1.71E-4,188.512624,7.699379,J123403.02+074157.7,188.512624,7.699379,0.028,0.026,101,8.078,0.024,7.957,0.021,5.7,0.013,3.849,0.022,10.622,0.062,10.079,0.093,9.015,0.04,1891107501241015702,45.0,65.3,51.6,56.0,82.1,61.3,48.7,10.5,1,0,0.0,0.0,0.0,0.0,0000,5,9033,109,12,12,12,12,8,8,9,871872082,0.669
NGC4527,188.53395,2.65334,4.0,SABb,1736,1.8,6.309572752037223,11.48,81.2,,0.001636,188.535419,2.654064,J123408.50+023914.6,188.535419,2.654064,0.049,0.046,106,8.267,0.021,7.974,0.02,4.247,0.016,1.87,0.016,11.407,0.111,10.539,0.122,9.717,0.068,1890103001241007055,51.6,72.5,53.2,43.5,67.3,50.8,68.2,40.4,1,0,0.0,0.0,0.0,0.009,0000,5,3295,87,10,10,10,10,10,10,10,848049697,0.56
NGC4528,188.5254,11.32123,-2.0,S0,1369,1.2,1.58489336647576,12.93,73.4,,1.59E-4,188.525337,11.321376,J123406.08+111916.9,188.525337,11.321376,0.036,0.034,156,9.61,0.022,9.627,0.019,9.277,0.043,8.908,0.529,11.726,0.068,11.179,0.088,10.656,0.058,1892110601241033207,48.6,43.6,56.7,26.8,25.2,1.33,2.1,0.748,1,0,0.0,0.0,0.0,0.0,0000,5,42nn,-14,25,25,25,25,7,7,1,871866174,0.485
NGC4531,188.5662,13.0754,-0.5,S0-a,107,1.48,3.019951853033241,12.48,55.7,,1.52E-4,188.566349,13.075446,J123415.92+130431.6,188.566349,13.075446,0.076,0.072,144,11.324,0.024,11.386,0.022,9.221,0.029,6.972,0.071,14.473,0.106,13.819,0.146,13.784,0.161,1893113601241006596,46.2,91.0,50.1,32.8,37.2,4.95,15.2,1.5,1,0,0.0,0.0,0.0,0.0,0000,5,7411,-101,23,23,23,23,17,17,14,153202119,1.02
NGC4532,188.5809,6.46756,9.7,IB,2015,1.4,2.511886293612277,12.27,90.0,,5.56E-4,188.580353,6.467675,J123419.28+062803.6,188.580353,6.467675,0.075,0.066,102,11.41,0.027,11.149,0.024,6.893,0.019,4.025,0.034,15.143,0.187,14.276,0.195,12.81,,1883106001241017607,39.6,42.5,45.6,24.8,56.7,22.9,32.4,20.7,2,0,0.0,0.0,0.0,0.0,0000,5,1113,-71,11,11,11,11,11,11,11,871875718,0.709
NGC4533,188.59185,2.32539,7.1,Scd,1760,1.26,1.819700818650877,14.62,90.0,,2.81E-4,188.592021,2.325613,J123422.08+021932.2,188.592021,2.325613,0.091,0.089,80,12.633,0.027,12.613,0.028,9.351,0.033,7.207,0.098,,,,,,,1890103001241005669,40.3,41.0,39.4,9.37,33.1,2.42,11.0,1.3,1,0,0.0,0.0,0.0,0.0,0000,1,5111,87,14,14,14,14,14,14,8,0,
NGC4535,188.5845,8.19775,5.0,Sc,1962,1.91,8.128304536923304,10.53,23.8,,2.61E-4,188.584647,8.197967,J123420.31+081152.6,188.584647,8.197967,0.06,0.055,104,10.229,0.024,10.008,0.021,6.082,0.018,3.192,0.019,12.706,0.073,11.947,0.091,11.346,0.052,1891107501241027061,44.6,22.1,50.7,9.48,59.1,3.35,56.3,1.21,1,0,0.0,0.0,0.0,0.0,0000,5,63nn,109,13,13,13,13,6,6,6,871878642,0.125
NGC4536,188.61285,2.18791,4.3,SABb,1807,1.85,7.079458232488806,11.12,73.0,,3.71E-4,188.612804,2.188278,J123427.07+021117.8,188.612804,2.188278,0.054,0.051,114,8.518,0.022,8.181,0.02,3.927,0.015,1.187,0.019,11.455,0.086,10.682,0.12,9.825,0.057,1890101501241034428,48.7,47.4,53.0,31.2,73.5,37.4,55.7,11.7,1,0,0.0,0.0,0.0,0.0,0000,5,4569,87,13,13,13,13,13,13,13,848062595,0.326
NGC4540,188.7117,15.55109,6.2,SABc,1286,1.34,2.1877617920945056,12.47,34.2,,6.52E-4,188.711718,15.551742,J123450.81+153306.2,188.711718,15.551742,0.082,0.076,23,11.677,0.027,11.618,0.025,8.465,0.024,6.249,0.056,14.033,,14.465,0.175,14.29,0.186,1893115101241026318,40.9,58.7,43.7,23.7,44.6,10.3,19.5,3.28,2,0,0.0,0.0,0.0,0.0,0000,5,3200,33,14,14,14,14,14,14,13,153213710,0.808
NGC4546,188.87295,-3.79328,-2.7,E-S0,1054,1.5,3.1622776601683795,11.35,76.0,,1.78E-4,188.872993,-3.793107,J123529.51-034735.1,188.872993,-3.793107,0.062,0.062,37,8.323,0.023,8.364,0.021,7.582,0.017,6.064,0.046,10.832,0.093,10.134,0.107,9.831,0.086,1883004601241021817,47.6,46.0,51.7,32.4,63.4,6.93,23.7,1.08,1,0,0.0,0.0,0.0,0.0,0000,5,9810,87,14,14,14,14,14,14,14,288161884,0.544
NGC4550,188.87685,12.22119,-2.1,S0,410,1.5,3.1622776601683795,12.48,90.0,,7.52E-4,188.877562,12.220904,J123530.61+121315.2,188.877562,12.220904,0.035,0.034,121,9.587,0.023,9.643,0.02,8.8,0.031,7.425,0.138,12.14,0.081,11.49,0.106,11.214,0.102,1884112101241016813,48.2,86.7,55.4,54.3,34.9,2.59,7.9,0.934,1,0,0.0,0.0,0.0,0.0,0000,5,9811,21,25,25,25,25,8,8,4,153237959,0.435
NGC4551,188.9082,12.26397,-4.9,E,1200,1.23,1.698243727045763,12.89,66.0,,9.6E-5,188.908296,12.263951,J123537.99+121550.2,188.908296,12.263951,0.075,0.072,142,9.928,0.023,9.974,0.021,9.583,0.056,8.157,0.279,12.356,0.072,11.667,0.087,11.54,0.095,1884112101241016814,46.8,66.4,52.7,36.5,19.4,1.55,3.9,0.968,1,0,0.0,0.0,0.0,0.0,0000,5,91nn,21,23,23,23,23,7,7,0,153237906,0.324
NGC4552,188.916,12.55611,-4.6,E,323,1.91,8.128304536923304,10.67,13.8,,3.18E-4,188.915911,12.556416,J123539.81+123323.0,188.915911,12.556416,0.03,0.029,166,8.061,0.021,8.105,0.019,7.439,0.017,6.273,0.05,10.73,0.088,9.961,0.101,9.535,0.082,1884112101241027440,51.3,64.6,56.5,44.2,65.0,12.8,21.7,1.17,1,0,0.0,0.0,0.0,0.0,0000,5,9630,21,24,24,24,24,9,9,11,153237520,0.477
NGC4559,188.99040000000002,27.95968,6.0,Sc,814,2.02,10.471285020627684,10.28,64.8,,4.91E-4,188.990198,27.960137,J123557.64+275736.4,188.990198,27.960137,0.078,0.074,147,11.241,0.025,11.264,0.024,7.925,0.022,5.927,0.06,14.127,0.094,12.947,,12.697,,1892127201241038189,43.0,67.3,44.5,26.7,48.6,18.0,18.0,6.0,2,0,0.0,0.0,0.0,0.0,0000,5,2191,11,13,13,13,13,13,13,11,1063421647,0.588
NGC4561,189.0339,19.32264,7.2,SBcd,1399,1.12,1.3182567530303144,13.02,35.1,,0.003449,189.030252,19.322427,J123607.26+191920.7,189.030252,19.322427,0.104,0.098,44,13.559,0.025,13.416,0.034,9.723,0.039,6.546,0.056,,,,,,,1888119601241012325,42.7,27.1,32.0,5.94,27.8,2.55,19.3,1.66,1,0,0.0,0.0,0.0,0.0,0000,3,1100,0,15,15,15,15,15,15,13,0,
NGC4562,188.89425,25.84967,7.1,SBcd,1353,1.28,1.9054605924362857,14.40,90.0,,2.1E-4,188.894296,25.849876,J123534.63+255059.5,188.894296,25.849876,0.115,0.109,96,13.468,0.028,13.363,0.034,10.614,0.072,8.785,0.384,,,,,,,1883125701241014927,38.9,29.2,31.9,4.88,15.1,1.26,2.8,0.881,1,0,0.0,0.0,0.0,0.0,0000,1,110n,11,14,14,14,14,12,14,0,0,
NGC4564,189.11235,11.4394,-4.8,E,1132,1.5,3.1622776601683795,11.97,90.0,,2.15E-4,189.112526,11.439271,J123627.00+112621.3,189.112526,11.439271,0.035,0.035,150,8.887,0.023,8.949,0.02,8.382,0.025,7.424,0.133,11.284,0.091,10.666,0.122,10.278,0.088,1884112101241000004,46.3,46.6,53.2,30.3,43.9,3.19,8.2,1.09,1,0,0.0,0.0,0.0,0.0,0000,5,97n0,21,21,21,21,21,7,7,4,871926052,0.401
NGC4565,189.08655,25.98719,3.3,Sb,1226,2.22,16.59587016766981,10.06,90.0,,5.05E-4,189.086547,25.987695,J123620.77+255915.7,189.086547,25.987695,0.056,0.054,156,8.235,0.021,8.198,0.019,6.534,0.014,4.884,0.03,10.641,0.049,10.059,0.07,9.612,0.046,1883125701241029381,51.2,78.9,55.9,48.3,77.9,44.4,36.3,13.1,1,0,0.0,0.0,0.0,0.0,0000,5,9262,11,14,14,14,14,14,14,14,1063417675,0.329
NGC4567,189.1362,11.25785,4.0,Sbc,2266,1.44,2.754229066221527,12.11,39.4,,2.48E-4,189.136343,11.258055,J123632.72+111528.9,189.136343,11.258055,0.03,0.029,84,10.732,0.023,10.691,0.021,6.86,0.015,4.706,0.027,13.531,0.093,12.892,0.149,12.553,0.093,1892110601241030124,48.1,62.8,51.3,27.2,70.9,27.0,40.7,15.9,1,0,0.0,0.0,0.0,0.0,00dd,5,9294,-14,17,17,17,17,11,11,12,871925736,0.235
NGC4568,189.1428,11.23878,4.1,Sbc,2239,1.63,4.265795141179281,11.69,67.5,,3.09E-4,189.142983,11.239032,J123634.31+111420.5,189.142983,11.239032,0.05,0.048,129,9.315,0.022,9.052,0.02,5.08,0.015,2.572,0.016,12.443,0.093,11.622,0.08,10.907,0.062,1892110601241030122,48.8,78.2,55.6,49.4,72.8,37.1,69.4,63.9,1,0,0.0,0.0,0.0,0.0,0000,5,9319,-14,16,16,16,16,11,11,12,871928683,0.895
NGC4569,189.20805000000001,13.16294,2.4,SABa,-221,1.96,9.120109194638907,10.11,70.8,,4.68E-4,189.207572,13.162986,J123649.81+130946.7,189.207572,13.162986,0.052,0.051,141,8.735,0.022,8.659,0.019,5.27,0.014,2.633,0.02,10.817,0.045,10.146,0.057,10.033,0.055,1893113601241011818,50.4,37.6,57.8,29.4,80.1,13.0,53.7,1.91,1,0,0.0,0.0,0.0,0.0,0000,5,9190,-101,23,23,23,23,14,14,19,153256035,0.38
NGC4570,189.2226,7.2467,-1.9,S0,1745,1.59,3.8904517489515147,11.74,90.0,,1.5E-4,189.222478,7.246611,J123653.39+071447.8,189.222478,7.246611,0.067,0.063,165,8.661,0.022,8.685,0.019,8.169,0.021,7.194,0.099,11.073,0.104,10.269,0.111,9.819,0.066,1891107501241008995,50.0,56.3,56.5,48.7,51.2,5.25,10.9,1.04,1,0,0.0,0.0,0.0,0.0,0000,5,8110,109,13,13,13,13,12,12,5,871935549,0.093
NGC4571,189.2349,14.21721,6.5,Sc,335,1.55,3.54813350276553,11.97,22.1,,2.14E-4,189.234946,14.217419,J123656.38+141302.7,189.234946,14.217419,0.042,0.042,138,11.686,0.025,11.821,0.025,9.647,0.042,7.095,0.073,14.552,0.099,14.015,0.118,13.898,0.157,1893113601241036529,43.0,59.2,43.6,17.8,26.1,2.59,14.8,1.97,1,0,0.0,0.0,0.0,0.0,0000,5,9440,-101,26,26,26,26,14,18,14,153254577,0.431
NGC4578,189.37725,9.55511,-2.0,S0,2273,1.4,2.511886293612277,12.36,54.4,,1.72E-4,189.377424,9.555127,J123730.58+093318.4,189.377424,9.555127,0.072,0.07,120,9.688,0.024,9.72,0.02,9.239,0.032,7.953,0.191,12.036,0.091,11.537,0.131,10.804,0.056,1899109001241021501,45.9,49.0,53.3,32.1,33.7,1.78,5.7,1.31,1,0,0.0,0.0,0.0,0.0,0000,5,8214,98,14,14,14,14,11,11,4,871943860,0.433
NGC4579,189.4314,11.818,2.9,SABb,1516,1.7,5.011872886555352,10.48,41.9,,2.08E-4,189.431442,11.818204,J123743.54+114905.5,189.431442,11.818204,0.062,0.059,159,8.488,0.022,8.276,0.02,6.259,0.019,4.103,0.032,11.241,0.1,10.625,0.142,10.023,0.083,1900112101241007506,50.5,51.8,53.7,27.6,57.8,3.84,33.9,0.777,1,0,0.0,0.0,0.0,0.0,0000,5,4403,-101,16,16,16,16,9,9,10,871949043,0.463
NGC4580,189.45165,5.36841,1.6,SABa,1036,1.27,1.8620870548831208,12.72,50.3,,1.84E-4,189.451573,5.368577,J123748.37+052206.8,189.451573,5.368577,0.068,0.067,65,11.112,0.024,11.118,0.022,8.163,0.019,5.817,0.041,14.387,0.143,13.765,0.193,13.425,0.136,1898106001241004577,45.0,84.0,49.4,36.0,56.2,16.3,26.3,7.8,1,0,0.0,0.0,0.0,0.0,0000,5,1111,87,12,12,12,12,12,12,12,870134227,0.502
NGC4584,189.5745,13.10988,1.5,Sa,1723,1.21,1.6218102398133032,13.79,49.7,,1.95E-4,189.574599,13.11005,J123817.90+130636.1,189.574599,13.11005,0.039,0.038,150,12.029,0.022,12.011,0.025,8.62,0.027,6.696,0.06,14.881,0.115,14.318,0.131,14.192,0.135,1893113601241001635,48.6,56.8,43.6,12.2,40.5,3.9,18.0,1.15,1,0,0.0,0.0,0.0,0.0,0000,5,0000,-101,19,19,18,18,9,9,12,153278969,0.763
NGC4586,189.6183,4.31902,1.2,Sa,785,1.54,3.4673681999632944,12.59,86.2,,2.02E-4,189.618427,4.319178,J123828.42+041909.0,189.618427,4.319178,0.065,0.062,139,10.024,0.022,10.007,0.02,8.063,0.021,6.505,0.063,12.58,0.091,11.738,0.111,11.167,0.057,1898104501241008796,49.7,50.2,55.0,26.7,51.7,8.78,17.2,1.2,1,0,0.0,0.0,0.0,0.0,0000,5,3110,0,12,12,12,12,12,12,10,870138657,0.081
NGC4589,189.35430000000002,74.19186,-4.8,E,2002,1.47,2.9512094210846427,11.71,56.2,,8.9E-5,189.354439,74.191941,J123725.06+741130.9,189.354439,74.191941,0.061,0.059,82,9.15,0.022,9.166,0.019,8.406,0.018,7.142,0.06,11.39,0.057,10.489,0.052,10.141,0.037,1905174201241022720,50.4,70.0,57.0,48.1,61.7,6.59,18.0,1.22,1,0,0.0,0.0,0.0,0.0,0000,5,9211,0,33,33,33,33,32,32,15,583168091,0.387
NGC4591,189.80175,6.01223,3.3,Sb,2430,1.15,1.4125374670774022,13.96,59.9,,1.92E-4,189.80192,6.01232,J123912.46+060044.3,189.80192,6.01232,0.067,0.066,88,11.172,0.024,11.231,0.021,8.232,0.02,5.864,0.04,14.032,0.133,13.319,0.134,12.962,0.111,1898106001241018105,45.3,63.5,50.8,24.0,54.8,8.7,26.9,1.73,1,0,0.0,0.0,0.0,0.0,0000,5,9110,87,13,13,13,13,13,13,13,838833146,0.152
NGC4592,189.82815,-0.53196,8.0,Sd,1068,1.61,4.073802912227076,12.57,90.0,,5.6E-4,189.827593,-0.532014,J123918.62-003155.2,189.827593,-0.532014,0.099,0.094,70,12.349,0.03,12.386,0.028,9.223,0.038,6.478,0.071,15.987,0.206,13.849,,13.768,,1890100001241000011,36.6,55.9,38.5,17.0,28.7,5.23,15.3,2.53,2,0,0.0,0.0,0.0,0.0,0000,5,1122,86,12,12,12,12,12,12,8,232182316,2.488
NGC4594,189.99765000000002,-11.62301,1.1,Sa,1087,1.93,8.511379354058503,9.15,59.4,,1.08E-4,189.997734,-11.62308,J123959.45-113723.0,189.997734,-11.62308,0.056,0.054,106,7.227,0.023,7.215,0.02,6.317,0.013,4.662,0.03,10.141,0.121,9.291,0.13,8.573,0.064,1900012201241033786,46.9,69.3,54.4,55.6,81.4,32.3,35.8,4.73,1,0,0.0,0.0,0.0,0.0,0000,5,7540,29,15,15,14,14,11,11,11,221442403,0.591
NGC4595,189.96644999999998,15.29768,3.8,SABb,631,1.18,1.5135610656352623,12.93,52.8,,5.3E-5,189.966395,15.297674,J123951.93+151751.6,189.966395,15.297674,0.071,0.069,78,11.787,0.025,11.832,0.024,8.325,0.019,6.177,0.043,14.461,0.067,14.03,0.097,14.031,0.111,1893115101241017846,43.7,71.3,45.2,22.0,56.2,13.2,25.3,3.04,1,0,0.0,0.0,0.0,0.0,0000,5,8161,33,26,26,25,25,25,25,22,153309794,0.362
NGC4596,189.9831,10.17619,-0.9,S0-a,1879,1.59,3.8904517489515147,11.44,36.7,,7.7E-5,189.983162,10.176237,J123955.95+101034.4,189.983162,10.176237,0.061,0.058,113,9.054,0.022,9.098,0.019,7.614,0.017,6.299,0.051,11.737,0.103,11.127,0.148,10.323,0.061,1892110601241011986,49.5,70.0,56.7,43.2,62.4,5.35,21.3,1.06,1,0,0.0,0.0,0.0,0.0,0000,5,9420,-14,15,15,15,15,14,14,12,871995441,0.09
NGC4606,190.2396,11.91139,0.6,SBa,1652,1.39,2.4547088348300035,12.72,62.6,,6.47E-4,190.239954,11.911936,J124057.58+115442.9,190.239954,11.911936,0.062,0.06,88,10.805,0.023,10.724,0.021,7.038,0.016,5.291,0.035,13.832,0.132,13.317,0.188,12.508,0.089,1900112101241012030,46.8,57.5,52.4,24.7,68.7,9.34,31.1,1.19,1,0,0.0,0.0,0.0,0.0,0000,5,9121,-101,14,14,14,14,10,10,11,865427316,0.283
NGC4607,190.3014,11.88627,4.0,SBbc,2248,1.46,2.8840317564502844,13.74,90.0,,0.001054,190.301681,11.887288,J124112.40+115314.2,190.301681,11.887288,0.056,0.052,88,10.827,0.021,10.555,0.02,6.561,0.014,4.348,0.026,14.788,0.179,12.63,,12.136,,1900112101241012033,51.4,116.0,54.9,45.6,78.6,40.2,41.9,10.8,1,0,0.0,0.0,0.0,0.0,0000,5,9197,-101,15,15,15,15,11,11,12,865427368,0.631
NGC4608,190.30530000000002,10.15578,-1.9,S0,1841,1.46,2.8840317564502844,12.05,34.9,,1.46E-4,190.305448,10.155789,J124113.30+100920.8,190.305448,10.155789,0.069,0.066,140,9.389,0.023,9.437,0.02,9.128,0.029,7.742,0.144,11.972,0.1,11.362,0.099,10.843,0.072,1907110601241009292,47.6,74.3,54.1,44.6,37.1,2.8,7.5,1.12,1,0,0.0,0.0,0.0,0.0,0000,5,990n,98,13,13,13,13,13,13,2,865430148,0.56
NGC4612,190.38645,7.31485,-2.0,S0,1876,1.41,2.5703955852157847,12.07,55.4,,9.1E-5,190.386509,7.31492,J124132.76+071853.7,190.386509,7.31492,0.071,0.07,154,9.703,0.023,9.73,0.021,9.121,0.031,7.825,0.17,12.116,0.097,11.396,0.116,10.779,0.056,1906107501241008464,47.3,47.3,51.8,25.7,35.6,1.77,6.4,1.21,1,0,0.0,0.0,0.0,0.0,0000,5,401n,87,13,13,13,13,13,13,2,865439136,0.364
NGC4618,190.3866,41.14891,8.7,SBm,537,1.55,3.54813350276553,11.31,57.6,,0.002177,190.387125,41.151051,J124132.91+410903.7,190.387125,41.151051,0.073,0.071,84,11.822,0.024,11.794,0.024,8.774,0.023,5.924,0.036,15.343,0.205,14.663,0.175,14.374,0.174,1898140801241029482,44.3,72.2,44.6,24.4,48.2,5.03,29.9,2.77,1,0,0.0,0.0,0.0,0.0,0000,5,9310,0,17,17,17,17,17,17,17,1074279658,0.826
